event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SSD7123,22/10/20,2020,1,Political violence,Battles,Armed clash,Military Forces of South Sudan (2011-),,1,UNMISS: United Nations Mission in the Republic of South Sudan (2011-),,8,18,,728,Eastern Africa,South Sudan,Unity,Rubkona,Rubkona,UNMISS Rubkona Protection of Civilians site,9.335,29.7938,1,Sudans Post,National,"On 22 October 2020, residents of the UNMISS PoC site in Rubkona (Unity state) reported seeing five men in SSPDF uniform (and coded as such) firing weapons at UNMISS peacekeepers guarding the base, after they were refused entry. No injuries were reported. There is no further information.",0,,1650317299
MLI4401,21/10/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Islamic State (West Africa) - Greater Sahara Faction,,2,22,,466,Western Africa,Mali,Gao,Ansongo,Tessit,Kaygouroutane,15.3146,-0.0085,1,Al Naba,International,"On 21 October 2020, JNIM and ISGS militants clashed in Kaygouroutane (Ansongo, Gao). Seventeen ISGS and seven JNIM militants were reportedly killed. ISGS stated in a claim of responsibility to have killed 30 JNIM fighters, the information could not be independently verified.",24,,1676328353
MLI4397,20/10/20,2020,1,Political violence,Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,2,JNIM: Group for Support of Islam and Muslims,,2,22,,466,Western Africa,Mali,Gao,Gao,N'tillit,Intahaka,16.2036,-0.4769,1,Undisclosed Source,Local partner-Other,"On 20 October 2020, ISGS and JNIM militants reportedly clashed in Intahaka (Gao, Gao). Unknown casualties on both sides.",0,,1622068042
MLI4396,20/10/20,2020,2,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Islamic State (West Africa) - Greater Sahara Faction,,2,22,,466,Western Africa,Mali,Gao,Ansongo,Tessit,Ehamaye,15.1099,-0.1477,1,Undisclosed Source,Local partner-Other,"Around 20 October 2020 (between 20 - 21 October), JNIM and ISGS militants reportedly clashed in Ehamaye (Gao, Gao). Casualties unknown.",0,,1622068042
SSD7120,20/10/20,2020,1,Political violence,Battles,Armed clash,SSUF/A: South Sudan United Front Army (Splinter Faction),,2,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,22,,728,Eastern Africa,South Sudan,Unity,Rubkona,Nhialdiu,Nhialdiu,9.0219,29.6809,2,Sudans Post,National,"On 20 October 2020, a faction of the South Sudan United Front who recently defected to the government were reported to have attacked SPLM-IO elements near Nhialdiu in Rubkona county (Unity state), killing one IO soldier and wounding another. Two civilians were reported to have been abducted by the faction.",1,,1650317299
MLI4395,19/10/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Islamic State (West Africa) - Greater Sahara Faction,,2,22,,466,Western Africa,Mali,Gao,Ansongo,Talataye,Tin Techori,16.817,1.7061,1,Undisclosed Source,Local partner-Other,"On 19 October 2020, JNIM and ISGS militants reportedly clashed in Tin Techori (Ansongo, Gao). Several fighters were killed on both sides. Unknown fatalities coded as 3.",3,,1652137341
MLI4390,18/10/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dozo Communal Militia (Mali),,4,24,,466,Western Africa,Mali,Segou,Niono,Dogofry,Kourouma Koube,14.9087,-6.0469,1,Facebook; Undisclosed Source,Local partner-Other,"On 18 October 2020, presumed JNIM militants attacked the village of Kourouma Koube (Niono, Segou). Dozo militiamen responded to the attack. No casualties reported.",0,,1622068043
MLI4391,18/10/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dogon Ethnic Militia (Mali),Farmers (Mali),4,24,,466,Western Africa,Mali,Mopti,Bandiagara,Timiri,Orossagou,14.018,-3.9073,2,Le Pays Dogon; Undisclosed Source,Local partner-Other,"On 18 October 2020, presumed JNIM militants ambushed Dogon militiamen near Orossagou (Bandiagara, Mopti). One Dogon man was killed.",1,,1622068043
MLI4393,18/10/20,2020,1,Political violence,Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,2,JNIM: Group for Support of Islam and Muslims,,2,22,,466,Western Africa,Mali,Gao,Ansongo,Tin Hama,Tin Hama,15.5821,0.8908,2,Undisclosed Source,Local partner-Other,"On 18 October 2020, ISGS and JNIM militants reportedly clashed in 'Tinaweke', approximately 56km southeast of Ansongo, coded as Tin-Hamma (Ansongo, Gao). No casualties reported.",0,,1663034108
MLI4387,17/10/20,2020,1,Political violence,Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,2,JNIM: Group for Support of Islam and Muslims,,2,22,,466,Western Africa,Mali,Gao,Gao,Anchawadi,Tin Elebag,15.9907,0.8664,1,Undisclosed Source,Local partner-Other,"On 17 October 2020, ISGS and JNIM militants reportedly clashed in Tin Elebag (Gao, Gao). No casualties reported.",0,,1652228927
MLI4386,16/10/20,2020,1,Political violence,Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,2,JNIM: Group for Support of Islam and Muslims,,2,22,,466,Western Africa,Mali,Gao,Ansongo,Bourra,Tessaraghes,15.8535,0.8211,1,Undisclosed Source,Local partner-Other,"On 16 October 2020, ISGS and JNIM militants reportedly clashed in Tessaraghes (Ansongo, Gao). No casualties reported.",0,,1622068043
MLI4379,15/10/20,2020,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mali),,3,Police Forces of Mali (2020-2021),,1,13,,466,Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,Whatsapp; Gao Alhabar 24; Facebook,New media,"On 15 October 2020, unknown gunmen opened fire against the guard corps of the governor of Tombouctou in front of his residence in Timbuktu (Tombouctou, Tombouctou). No casualties were reported.",0,,1626735454
MLI4471,15/10/20,2020,2,Political violence,Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,2,JNIM: Group for Support of Islam and Muslims,,2,22,,466,Western Africa,Mali,Mopti,Mopti,Mopti,Mopti,14.4891,-4.1928,3,Al Naba,International,"Around 15 October 2020 (as reported), ISGS claimed that ISGS fighter stabbed and killed one JNIM fighter and seized his weapon in the 'Macina Region,' coded as Mopti (Mopti, Mopti).",1,,1676328353
SSD9151,15/10/20,2020,3,Political violence,Battles,Armed clash,Murle Ethnic Militia (South Sudan),,4,Jie Ethnic Militia (South Sudan),,4,44,,728,Eastern Africa,South Sudan,Jonglei,Pibor,Kiziongora,Kanachagari,6.0983,34.4471,2,UNSC,Other,"Around 15 October 2020 (month of), Murle and Jie militias continued to engage in a series of revenge attacks against one another at an unspecified location(s) in Jonglei state (presumed to be in south-eastern Pibor county, and coded to Kanachagari village along the border area between the two groups). Casualties unknown.",0,,1679360329
MLI4375,14/10/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Police Forces of Mali (2020-2021),,1,12,,466,Western Africa,Mali,Sikasso,Bougouni,Garalo,Solabougouda,10.7467,-7.5769,2,FAMAMali; Djeliba24; Baobab Presse; Malivox; Whatsapp,New media-National,"On 14 October 2020, suspected JNIM militants ambushed a police patrol near Solabougouda (Bougouni, Sikasso). One policeman was killed and another wounded.",1,,1626735454
MLI4470,14/10/20,2020,2,Political violence,Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,2,JNIM: Group for Support of Islam and Muslims,,2,22,,466,Western Africa,Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,2,Al Naba,International,"Around 14 October 2020 (as reported), ISGS claimed to have killed three JNIM fighters near the town of Boni (Douentza, Mopti).",3,,1676328353
MLI4371,13/10/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2020-2021),,1,12,,466,Western Africa,Mali,Mopti,Bandiagara,Bara Sara,Parou,14.1891,-3.7488,1,FAMAMali; Jeune Afrique; Telegram; AMAP,New media-National,"On 13 October 2020, presumed JNIM militants ambushed a Malian army convoy in Parou (Bandiagara, Mopti). At least two soldiers were killed and ten wounded, and nine militants were also killed. Pro-JNIM Tadayit on Telegram attributed the attack to JNIM. On the same day, outside the town, an attack against civilians occured.",11,,1624927676
MLI4372,13/10/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2020-2021),,1,12,,466,Western Africa,Mali,Mopti,Bankass,Sokoura,Sokoura,13.5025,-3.766,1,FAMAMali; Jeune Afrique; Telegram; AMAP,New media-National,"On 13 October 2020, presumed JNIM militants attacked a Malian army camp in Sokoura (Bankass, Mopti). Nine soldiers were killed and others wounded. Pro-JNIM Tadayit on Telegram attributed the attack to JNIM.",9,,1624927676
MLI4366,12/10/20,2020,1,Political violence,Battles,Armed clash,Militia (Students),AEEM: Association of Students and Pupils in Mali,3,Militia (Students),AEEM: Association of Students and Pupils in Mali,3,33,,466,Western Africa,Mali,Bamako,Bamako,Commune III,Bamako,12.65,-8,1,Essor; AMAP; Mali Actu,Subnational-National,"On 12 October 2020, two rival student syndicalist camps from the Association of Students and Pupils in Mali clashed with firearms and blade weapons in the Badalabougou area of Bamako (Bamako, Bamako). One student was killed and ten others wounded.",1,,1622068043
SSD7107,12/10/20,2020,1,Political violence,Battles,Armed clash,Logir Ethnic Militia (South Sudan),,4,Didinga Ethnic Militia (South Sudan),,4,44,,728,Eastern Africa,South Sudan,Eastern Equatoria,Budi,Komiri,Kikilai,4.1339,33.6003,2,Radio Tamazuj,National,"On 12 October 2020, suspected Logir cattle raiders were attacked by a Didinga militia in Kililai boma in Budi county (Eastern Equatoria state), after the local Didinga intercepted the raiders. Two of the raiders were killed.",2,,1649110876
MLI4468,12/10/20,2020,2,Political violence,Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,2,JNIM: Group for Support of Islam and Muslims,,2,22,,466,Western Africa,Mali,Mopti,Mopti,Mopti,Mopti,14.4891,-4.1928,3,Al Naba,International,"Around 12 October 2020 (as reported), ISGS claimed to have killed a JNIM fighter in the 'Macina Region,' coded as Mopti (Mopti, Mopti).",1,,1676328353
MLI4365,11/10/20,2020,1,Political violence,Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,2,Military Forces of France (2017-),,8,28,,466,Western Africa,Mali,Menaka,Anderamboukane,Anderamboukane,In Chinnana,15.6063,3.3791,1,Undisclosed Source; Armee Francaise,Local partner-Other,"On 11 October 2020, suspected ISGS militants engaged French forces in combat in the village of In Chinnana (Anderamboukane, Menaka). The French forces repelled the militants and called in airstrikes that reportedly killed eight militants.",8,,1622068043
SSD7149,11/10/20,2020,1,Political violence,Battles,Armed clash,Mundari Ethnic Militia (South Sudan),,4,Mundari Ethnic Militia (South Sudan),,4,44,,728,Eastern Africa,South Sudan,Central Equatoria,Terekeka,Terekeka,Terekeka,5.4469,31.7502,2,Aid Worker Security Database,Local partner-Other,"On 11 October 2020, Mundari militias clashed at an unspecified location in Terekeka county (Central Equatoria state), with an NGO staff member killed in the crossfire. The reason for fighting is unclear, and it is not specified whether the militias sustained casualties.",1,,1644271366
MLI4363,10/10/20,2020,1,Political violence,Battles,Armed clash,Military Forces of France (2017-),Military Forces of Niger (2011-2021),8,Islamic State (West Africa) - Greater Sahara Faction,,2,28,,466,Western Africa,Mali,Menaka,Anderamboukane,Anderamboukane,In Chinnana,15.6063,3.3791,2,Armee Francaise,International,"On 10 October 2020, French and Nigerien forces conducted a reconnaissance mission and clashed with suspected ISGS militants near the village of In Chinnana (Anderamboukane, Menaka). An unspecified number of militants were killed, and one motorbike and weapons seized. Unknown fatalities coded as 3 due to lack of precision.",3,,1622068043
MLI4358,10/10/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Islamic State (West Africa) - Greater Sahara Faction,,2,22,,466,Western Africa,Mali,Gao,Gao,N'tillit,Ntillit,15.5461,-0.4606,2,Twitter,New media,"On 10 October 2020, JNIM and ISGS militants reportedly clashed near Ntillit (Gao, Gao). An unspecified number of militants were killed. Unknown fatalities coded as 10.",10,,1622068043
MLI4356,09/10/20,2020,1,Political violence,Battles,Non-state actor overtakes territory,JNIM: Group for Support of Islam and Muslims,,2,Dozo Communal Militia (Mali),,4,24,,466,Western Africa,Mali,Segou,Niono,Dogofry,Farabougou,14.8883,-6.1409,1,AFP; Reelle Afrique,New media-International,"On 9 October 2020, presumed JNIM militants attacked the village of Farabougou (Niono, Segou). The militants reportedly killed at least five people (interchangeably described as armed Bambara Dozos and civilians), wounded fifteen others while others went missing, besieged the village, and seized thousands of livestock.",5,,1622068043
MLI4357,09/10/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Islamic State (West Africa) - Greater Sahara Faction,,2,22,,466,Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,In Terdjiten,15.5275,-1.1392,2,Twitter,New media,"On 9 October 2020, JNIM and ISGS militants reportedly clashed in the area of In Terdjiten (Gourma-Rharous, Tombouctou). No casualties reported.",0,,1622068043
SSD7127,09/10/20,2020,1,Political violence,Battles,Armed clash,Unidentified Armed Group (South Sudan),,3,Military Forces of South Sudan (2011-) Wildlife Protection Services,,1,13,,728,Eastern Africa,South Sudan,Western Equatoria,Ezo,Naandi,Naandi,4.9738,27.9089,2,Radio Tamazuj,National,"On 9 October 2020, an unknown group attacked a Wildlife Forces base at an unspecified location in Naandi payam in Ezo county (Western Equatoria state), looting weapons from the base. There is no mention of casualties or fatalities. Security forces have subsequently arrested four of the perpetrators.",0,,1649110881
SSD7106,09/10/20,2020,1,Political violence,Battles,Armed clash,Mundari Ethnic Militia (South Sudan),,4,Mundari Ethnic Militia (South Sudan),,4,44,,728,Eastern Africa,South Sudan,Central Equatoria,Juba,Northern Bari,Kenyi,4.889,31.4034,2,Juba Monitor,National,"On 9 October 2020, SSPDF soldiers reported clashes between two Mundari militias at a checkpoint in the Luri area along the Juba-Mundri road (Central Equatoria state; coordinates for Kenyi used at GP2), with at least four of the youth being killed during the clash. The soldiers were ordered not to become involved, and sheltered from the fighting.",4,,1650317299
MLI4354,08/10/20,2020,2,Political violence,Battles,Armed clash,Dozo Communal Militia (Mali),,4,JNIM: Group for Support of Islam and Muslims,,2,24,,466,Western Africa,Mali,Segou,Tominian,Benena,Benena,13.12,-4.3652,2,Whatsapp; Mali Jet,New media-National,"Around 8 October 2020 (between 8 - 9 October), Dozo militiamen and presumed JNIM militants clashed near Benena (Tominian, Segou). One account stated that no casualties were recorded, only livestock reconstituted, while another said two militants were killed and one Dozo wounded.",0,,1622068043
MLI4355,08/10/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2020-2021),,1,12,,466,Western Africa,Mali,Sikasso,Yorosso,Boura,Boura,12.4117,-4.5393,1,Nord Sud Journal; Whatsapp; Menastream; Mali Actu; Studio Tamani; Koutiala Observateur Infos,Local partner-New media,"On 8 October 2020, suspected JNIM militants attacked a National Guard position in Boura (Yorosso, Sikasso). The soldiers repelled the attack. One guard and an unspecified number of militants were wounded.",0,,1624927676
